index_string
'e516_v_Erfahren_über_das_Erlösungsmittel_bis_zum_Erlösung'
'e516_x_Glückliches_Ende''e554_c_Missachtung_des_Tieres'
'e554_e_Leistung_des_Helden_gegenüber_den_Tieren_und_Aussprechen_der_Dankbarkeit'
'e554_g_Verstoß_auf_die_Herausforderungen_bis_zum_Beginn_der_Lösungsmaßnahmen'
'e554_i_Die_falschen_Helden_scheitern_bei_der_Lösung_der_schwierigen_Aufgaben'
'e554_k_Der_Held_genießt_die_Gegenleistung_des_Tieres'
'e554_m_Nach_der_Erfüllung_der_letzten_Aufgabe_bis_zum_Ende_der_Geschichte'
'e650A_c_Von_Geburt_des_HD_bis_zum_Verlassen_des_Hauses'
'e650A_e_Verlassen_des_Hauses_bis_zum_Treffen_mit_dem_AN'
'e650A_g_Zum_Besuch_beim_AN_und_die_Reaktion_des_AN'
'e650A_i_Eine_der_vorlezten_Aufgabe'
'e650A_k_Die_letzte_Aufgabe'
'e650A_m_Nach_der_Erfüllung_der_letzte_Aufgabe_bis_zum_Ende_der_Geschichte'
'eCoM_c_conceptia_magica'
'e302_aa____Motivation_für_den_Auszug_des_HD_ist_unabhängig_vom_Hauptkonflikt'
'e302_ab____Das_Märchen_kann_mit_dem_Typ_303A_Sieben_Schwestern_für_sieben_Brüder_begonnen_werden'
'e302_ab____Das_Märchen_kann_mit_dem_Typ_316_Die_Nixe_im_Teich_begonnen_werden'
'e302_ab____Das_Märchen_kann_mit_dem_Typ_552_Tiere_als_Schwäger_begonnen_werden'
'e302_c_Verlust_des_OB_wird_artikuliert'
'e302_e_Erprobung_der_Fähigkeiten_des_HD'
'e302_g_Begegnung_des_HD_und_des_ST_bis_zur_Ausrüstung_des_HD'
'e302_ga____mögliche_Kombination_mit_Typ_554_Die_dankbaren_Tiere_statt_der_Episode_e302_i'
'e302_i_Der_HD_gelangt_ans_Haus_des_AN'
'e302_ia_gilt_nur_für_die_Fälle_mit_den_tierischen_Umwandlungen'
'e302_k_Erkundigung_über_den_Aufenthaltsort_des_Lebens_des_AN'
'e302_m_Kampf_bis_zum_Sieg'
'e302_ma____Übergang_zu_301_falls_der_HD_in_Begleitung_von_FH_ist'
'e302_o_Befreiung_des_OB_bis_zur_Belohnung_des_HD_oder_erneuten_Mangelsituation'
'e302_oa____diese_Episode_gilt_als_eigenständiges_Finale_des_Typs_302'
'e303_c_Eingangssituation_bis_zur_Trennung'
'e303_ca_____Die_Brüder_werden_bei_Pflegeeltern_groß_gezogen'
'e303_cb_____Die_Brüder_werden_getestet_und_mit_Geschänken_belohnt'
'e303_cc_____Vor_der_Trennung_wird_ein_Lebenszeichen_gesetzt'
'e303_e_Ankommen_an_den_fremden_Ort_und_Eheschließung'
'e303_ea_____Eheschließung_nach_der_Erfüllung_der_schwierigen_Aufgaben'
'e303_eb_____Eheschließung_durch_Liebe_auf_den_ersten_Blick'
'e303_ec_____Ansonsten_efolgt_die_Eheschließung_durch_die_Episode_e300c_'
'e303_g_Erstes_Treffen_mit_der_Hexen'
'e303_ga_____Ein_der_Brüder_geht_auf_die_Jagd'
'e303_gb_____Ein_der_Brüder_verfolgt_ein_Tier'
'e303_gc_____Ein_der_Brüder_gerätt_in_die_Behausung_der_Hexe'
'e303_gd_____Ein_der_Brüder_geht_der_Tücke_der_Hexe_nach'
'e303_ge_____Ihm_wird_todliche_Schaden_zugefügt'
'e303_i_Vom_Erkundigung_der_Not_bis_zum_Aufbruch_des_Helden_zur_Hexe'
'e303_ia_____Das_vereinbarte_Lebensindikator_meldet_über_die_Not'
'e303_ib_____Bruder_Befreier_kommt_zu_seiner_Schwägerin'
'e303_ic_____Der_suchende_Bruder_lässt_anderen_durch_ihn_täuschen'
'e303_id_____Er_erkundet_sich_über_die_letzte_Reiseziel_seines_Bruders'
'e303_k_Vom_Aufbruch_zur_Hexe_bis_zur_ihren_Überweltigung'
'e303_ka_____Der_Held_geht_nicht_der_Tücke_der_Hexe_ncht_nach'
'e303_kb_____Der_versteinerte_Bruder_wird_belebt'
'e303_m_Eifersucht'
'e303_ma_____Der_Bruder-Retter_erzählt_über_seinen_nächtlichen_Aufenthalt_bei_seiner_Schwägerin'
'e303_mb_____Tötung_und_Wiederbelebung_eines_oder_beiden_Brüder'
'e303_o_Erlösung_der_Hexe'
'e303_oa_____Die_Hexe_wird_erlöst'
'e303_ob_____Mit_oder_ohne_Heirat_mit_dem_Held'
'e303_q_Rückkehr_und_Finale'
'e303_qa_____Ohne_oder_nach_den_vorherigen_m_o_Episoden'
'e329_aa____Platzhalter_für_die_Episode_e554_c_'
'e329_c_Eingangsepisode_bis_der_Ankundigung_der_Heiratsbedingungen_und_Reaktion_der_Freier'
'e329_ca___Platzhalter_für_die_Episode_e554_c_'
'e329_e_Misslungener_Versuch_des_FH_ohne_tödliche_Konsequenzen'
'e329_g_Misslungener_Versuch_des_FH_mit_tödliche_Konsequenzen'
'e329_ga___Platzhalter_für_die_Episode_e554_c_'
'e329_i_ Misslungener_Versuch_des_HD'
'e329_k_ Erfolgreicher_Versuch_des_HD_und_Unterwerfung_der_Prinzessin'
'e531_c_Eingangsepisode_bis_zum_Beschaffung_des_vertvollen_Gegenstandes'
'e531_e_Zum_Besuch_beim_König_und_die_Reaktion_des_Königs'
'e531_g_Stellen_einer_der_vorlezten_Aufgabe'
'e531_i_Begednung_mit_dem_Helfer'
'e531_k_Erfüllung_einer_der_vorletzten_Aufgabe'
'e531_m_Stellen_der_letzten_Aufgabe'
'e531_o_Letzte_Begegnung_mit_dem_Helfer'
'e531_q_Erfüllung_der_letzten_Aufgabe'
'e531_s_Strfe_statt_der_Hochzeit_bis_zum_Ende'
'e554_b_Eingangsepisode_bis_zum_Treffen_mit_der_Tiere'
'e554_c_Missachtung_der_Tieren'
'e554_e_der_Held_hilft_den_Tieren_und_Tiere_sprechen_Ihre_Dankbarkeit_aus'
'e554_g_Man_muss_schwierige_Aufgaben_lösen'
'e554_i_Die_falschen_Helden_scheitern_bei_der_Lösung_der_schwierigen_Aufgaben'
'e554_k_Der_Held_genießt_die_Gegenleistung_der_Tieren'
'e554_m_Nach_der_Erfüllung_der_letzten_Aufgabe_bis_zum_Ende_der_Geschichte''e707c_Aussetzen_der_Kinder_bis_zu_dem_Kontakt_mit_dem_künftigem_Bräutigam'
'e707_ca____Die_Stiefmutter_zwingt_ihren_Mann_seine_Töchter_in_der_Wildnis_auszusetzen'
'e707_e_Anfangssituation_Erstes_Treffen_bis_zur_Schwangerschaft'
'e707_ea____Prinz_auf_der_Suche_nach_Ehefrau'
'e707_eb____Gespräch_der_Geschwister_und_die Äußerung_von_Wünschen_Hochzeit(en)'
'e707_eb____König_auf_der_Jagd_bleibt_bei_den_Bauer_und_will_seine_Tochter_als_Ehefrau'
'e707_ec____Einladung_der_Mädchen_und_Erfüllung_deren_Wünschen '
'e707_ec____Die_Bauerntochter_im_Erziehungshaus_und_Abholen_der_Bauerntochter'
'e707_ec____Hochzeit'
'e707_ed____Schwangerschaft_der_Prinzessin'
'e707_g_Abwesenheit_des_Königs_bis_zur_Bestrafung_der_Königin'
'e707_ga____Die_Geburt_der_wunderschönen_Kinder_während_der_Abwesenheit_des_Königs'
'e707_gb____Der_Umtausch_von_Kindern_und_den_Tieren_und_Informieren_des_Königs_durch_die_bösen_Schwestern'
'e707_gb____Der_Umtausch_von_Kindern_und_den_Tieren_und_Informieren_des_Königs_durch_die_böse_Schwiegermutter'
'e707_gc____Entdeckung_der_Kinder_und_deren_Annahme_durch_andere_Person_Personen'
'e707_gc____Der_Müller_findet_die_Kinder_und_adoptiert_sie'
'e707_gc____Der_Gärtner_findet_die_Kinder_und_adoptiert_sie'
'e707_gc____Der_Bauer_findet_die_Kinder_und_adoptiert_sie'
'e707_gc____Der_Greis_findet_die_Kinder_und_adoptiert_sie'
'e707_gd____Austreiben_der_Königin'
'e707_gd____Einsperren_der_Königin'
'e707_i_Getrenntes_Leben_bis_zur_Anregung_für_die_wunderbare_Dinge_oder_Aufklärung'
'e707_ia____Großwerden_der_Kindern_bei_Adoptiveltern'
'e707_ib____Rückkehr_des_Königs_und_einsames_Leben_der_Königin'
'e707_ic____Die_Kinder_finden_heraus_sie_gehören_nicht_zur_Adoptivfamilie'
'e707_id____Die_Suche_nach_den_Eltern'
'e707_ie____Begegnug_mit_dem_König_und_die_Kinder_werden_nicht_erkannt'
'e707_k_Setzen_der_vorletzten_Herausforderung_Aufgabe_des_Ziels'
'e707_ka____Die_Herausforderung_Aufgabe_der_Ziel_wird_durch_eine_dritte_Person_gesetzt____Anfang_e707k'
'e707_kb____Das_Kind_macht_sich_auf_den_Weg_um_die_Herausforderung_Aufgabe_den_Ziel_zu_erreichen'
'e707_m_Begegnung_mit_dem_Helfer'
'e707_mb____Ratschläge_werden_gegeben_und_der_Weg_wird_gezeigt '
'e707_mc____auf_den_Helfer_wird_teilweise_gehört '
'e707_mc____auf_den_Helfer_wird_nicht_gehört '
'e707_o_Bei_der_Erfüllung_der_vorletzten_Herausforderung_Aufgabe_des_Ziels'
'e707_ob____Das_Kind_wird_versteinert'
'e707_ob____Das_Kind_wird_zur_Salzsäule'
'e707_q_Setzen_der_letzten_Herausforderung_Aufgabe_des_Ziels'
'e707_qa____Die_letzte_Herausforderung_Aufgabe_der_Ziel_wird_durch_eine_dritte_Person_gesetzt'
'e707_qb____Das_letzte_Kind_macht_sich_auf_den_Weg_um_die_Herausforderung_Aufgabe_den_Ziel_zu_erreichen'
'e707_s_Die_letzte_Begegnung_mit_dem_Helfer'
'e707_sa____auf_den_Helfer_wird_gehört'
'e707_u_Bei_der_Erfühlung_der_letzten_Herausforderung_Aufgabe_des_Ziels'
'e707_ua____die_Herausforderung_Aufgabe_das_Ziel_wird_erfüllt'
'e707_ub____Wiederbelebung_der_Geschwister'
'e707_ub____Wiederbelebung_der_Geschwister_und_König'
'e707_ub____Wiederbelebung_der_Geschwister_und_vielen_anderen'
'e707_uc____Rückkehr'
'e707_w_Wiedervereinigung_der_Familie_bis_zur_Bestraffung_der_Antagonisten'
'e707_wa____Kinder_werden_von_der_Königsfamilie_bemerkt'
'e707_wa____Kinder_werden_direkt_von_dem_König_bemerkt'
'e707_wa____Kinder_werden_von_Jäger_von_dem_König_bemerkt'
'e707_wb____Treffen_der_Königsfamilie_und_Kinder'
'e707_wc____Der_sprechende_Vogel_erzählt_alles_beim_Treffen_mit_den_König'
'e707_wc____Dem_Vogel_wird_vertraut'
'e707_wc____Die_Wahrheit_wird_durch_die_Bücher_und_Schriften_überprüft'
'e707_wc____Die_Wahrheit_wird_durch_die_Abfragung_der_für_die_Geschichte_wichtigen_Personen_überprüft'
'e707_wd____Wiedervereinigung_und_Bestraffung_der_Antagonisten/Antagonistin____Ende_e707_q_'
